Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
6:54 PM 2022-09-19,75.2 °F,24.8 °F,15 %,North,2.8 mph,3.8 mph,29.77 in,0.00 in,0.00 in,0,21.2 w/m² 
6:59 PM 2022-09-19,75.1 °F,26.0 °F,16 %,North,3.1 mph,4.5 mph,29.77 in,0.00 in,0.00 in,0,17.7 w/m² 
7:04 PM 2022-09-19,74.8 °F,25.7 °F,16 %,,2.1 mph,3.0 mph,29.78 in,0.00 in,0.00 in,0,15.2 w/m² 
7:09 PM 2022-09-19,74.5 °F,25.9 °F,16 %,NNE,2.1 mph,2.7 mph,29.78 in,0.00 in,0.00 in,0,13 w/m² 
7:14 PM 2022-09-19,74.1 °F,26.2 °F,17 %,North,1.6 mph,2.0 mph,29.78 in,0.00 in,0.00 in,0,9.9 w/m² 
7:19 PM 2022-09-19,73.9 °F,26.3 °F,17 %,,2.1 mph,3.0 mph,29.78 in,0.00 in,0.00 in,0,9.5 w/m² 
7:24 PM 2022-09-19,73.8 °F,26.2 °F,17 %,NNW,2.2 mph,3.4 mph,29.78 in,0.00 in,0.00 in,0,6 w/m² 
7:29 PM 2022-09-19,73.8 °F,26.2 °F,17 %,NNW,2.2 mph,3.4 mph,29.78 in,0.00 in,0.00 in,0,6 w/m² 
7:34 PM 2022-09-19,--,--,--,North,--,--,29.79 in,--,--,, w/m² 
7:39 PM 2022-09-19,--,--,--,North,--,--,29.79 in,--,--,, w/m² 
7:44 PM 2022-09-19,71.2 °F,27.0 °F,19 %,North,0.9 mph,1.4 mph,29.79 in,0.00 in,0.00 in,0,0 w/m² 
7:49 PM 2022-09-19,71.7 °F,27.3 °F,19 %,NW,1.1 mph,1.6 mph,29.79 in,0.00 in,0.00 in,0,0 w/m² 
7:54 PM 2022-09-19,72.3 °F,27.9 °F,19 %,NNW,0.7 mph,0.9 mph,29.79 in,0.00 in,0.00 in,0,0 w/m² 
7:59 PM 2022-09-19,71.8 °F,28.4 °F,20 %,North,0.0 mph,0.1 mph,29.79 in,0.00 in,0.00 in,0,0 w/m² 
8:04 PM 2022-09-19,70.5 °F,28.5 °F,21 %,NNE,0.2 mph,0.3 mph,29.79 in,0.00 in,0.00 in,0,0 w/m² 
8:09 PM 2022-09-19,69.9 °F,28.8 °F,21 %,,0.2 mph,0.4 mph,29.80 in,0.00 in,0.00 in,0,0 w/m² 
8:14 PM 2022-09-19,69.8 °F,28.9 °F,22 %,NNE,0.9 mph,1.5 mph,29.80 in,0.00 in,0.00 in,0,0 w/m² 
8:17 PM 2022-09-19,69.8 °F,28.2 °F,21 %,NNE,1.5 mph,2.4 mph,29.80 in,0.00 in,0.00 in,0,0 w/m² 
8:24 PM 2022-09-19,70.3 °F,28.1 °F,21 %,North,1.9 mph,3.0 mph,29.81 in,0.00 in,0.00 in,0,0 w/m² 
8:29 PM 2022-09-19,70.8 °F,27.8 °F,20 %,North,3.7 mph,5.2 mph,29.81 in,0.00 in,0.00 in,0,0 w/m² 
8:34 PM 2022-09-19,70.9 °F,28.1 °F,20 %,NNE,2.9 mph,4.0 mph,29.81 in,0.00 in,0.00 in,0,0 w/m² 
8:39 PM 2022-09-19,69.6 °F,29.0 °F,22 %,NNE,1.4 mph,2.1 mph,29.81 in,0.00 in,0.00 in,0,0 w/m² 
8:44 PM 2022-09-19,69.5 °F,28.0 °F,21 %,North,3.6 mph,5.0 mph,29.82 in,0.00 in,0.00 in,0,0 w/m² 
8:49 PM 2022-09-19,69.9 °F,28.3 °F,21 %,,2.5 mph,3.8 mph,29.82 in,0.00 in,0.00 in,0,0 w/m² 
8:54 PM 2022-09-19,69.9 °F,28.3 °F,21 %,NNW,2.7 mph,3.7 mph,29.82 in,0.00 in,0.00 in,0,0 w/m² 
8:57 PM 2022-09-19,70.2 °F,28.4 °F,21 %,NNW,3.3 mph,4.4 mph,29.82 in,0.00 in,0.00 in,0,0 w/m² 
9:04 PM 2022-09-19,70.6 °F,27.6 °F,20 %,NNE,3.0 mph,4.1 mph,29.82 in,0.00 in,0.00 in,0,0 w/m² 
9:09 PM 2022-09-19,70.5 °F,28.1 °F,20 %,North,2.2 mph,2.9 mph,29.82 in,0.00 in,0.00 in,0,0 w/m² 
9:14 PM 2022-09-19,70.0 °F,28.3 °F,21 %,North,1.8 mph,2.4 mph,29.83 in,0.00 in,0.00 in,0,0 w/m² 
9:19 PM 2022-09-19,69.7 °F,28.4 °F,21 %,North,1.2 mph,1.7 mph,29.83 in,0.00 in,0.00 in,0,0 w/m² 
9:24 PM 2022-09-19,68.0 °F,29.1 °F,23 %,NE,1.9 mph,2.4 mph,29.83 in,0.00 in,0.00 in,0,0 w/m² 
9:29 PM 2022-09-19,67.4 °F,28.3 °F,23 %,NNE,1.1 mph,1.6 mph,29.83 in,0.00 in,0.00 in,0,0 w/m² 
9:34 PM 2022-09-19,67.1 °F,29.0 °F,24 %,NNE,1.3 mph,1.7 mph,29.83 in,0.00 in,0.00 in,0,0 w/m² 
9:39 PM 2022-09-19,67.1 °F,28.2 °F,23 %,NNE,1.5 mph,1.9 mph,29.84 in,0.00 in,0.00 in,0,0 w/m² 
9:44 PM 2022-09-19,68.0 °F,28.9 °F,23 %,North,1.7 mph,2.5 mph,29.83 in,0.00 in,0.00 in,0,0 w/m² 
9:48 PM 2022-09-19,68.0 °F,29.1 °F,23 %,NNE,0.6 mph,1.1 mph,29.84 in,0.00 in,0.00 in,0,0 w/m² 
9:54 PM 2022-09-19,65.0 °F,30.2 °F,27 %,NNE,1.1 mph,1.7 mph,29.84 in,0.00 in,0.00 in,0,0 w/m² 
9:59 PM 2022-09-19,64.7 °F,28.9 °F,26 %,NNE,2.0 mph,3.1 mph,29.84 in,0.00 in,0.00 in,0,0 w/m² 
10:04 PM 2022-09-19,66.6 °F,30.0 °F,25 %,NE,3.3 mph,4.3 mph,29.84 in,0.00 in,0.00 in,0,0 w/m² 
10:09 PM 2022-09-19,66.1 °F,30.2 °F,26 %,NE,1.7 mph,2.3 mph,29.84 in,0.00 in,0.00 in,0,0 w/m² 
10:14 PM 2022-09-19,66.3 °F,30.1 °F,26 %,NNE,2.7 mph,3.5 mph,29.84 in,0.00 in,0.00 in,0,0 w/m² 
10:19 PM 2022-09-19,66.7 °F,30.7 °F,26 %,NNE,2.5 mph,3.7 mph,29.84 in,0.00 in,0.00 in,0,0 w/m² 
10:24 PM 2022-09-19,66.4 °F,30.7 °F,26 %,NNE,1.6 mph,2.2 mph,29.85 in,0.00 in,0.00 in,0,0 w/m² 
10:29 PM 2022-09-19,65.8 °F,31.0 °F,27 %,NNE,0.9 mph,1.3 mph,29.85 in,0.00 in,0.00 in,0,0 w/m² 
10:34 PM 2022-09-19,65.4 °F,31.2 °F,28 %,NNE,1.3 mph,1.8 mph,29.85 in,0.00 in,0.00 in,0,0 w/m² 
10:39 PM 2022-09-19,65.2 °F,31.4 °F,28 %,NNE,0.7 mph,1.3 mph,29.85 in,0.00 in,0.00 in,0,0 w/m² 
10:44 PM 2022-09-19,65.2 °F,31.7 °F,28 %,NNE,0.5 mph,0.9 mph,29.85 in,0.00 in,0.00 in,0,0 w/m² 
10:49 PM 2022-09-19,64.6 °F,31.7 °F,29 %,NNE,0.4 mph,1.0 mph,29.85 in,0.00 in,0.00 in,0,0 w/m² 
10:54 PM 2022-09-19,64.5 °F,32.2 °F,30 %,NNE,0.3 mph,0.7 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
10:59 PM 2022-09-19,64.5 °F,32.6 °F,30 %,NNE,0.2 mph,0.5 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
11:04 PM 2022-09-19,63.7 °F,32.6 °F,31 %,NE,0.0 mph,0.2 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
11:09 PM 2022-09-19,63.4 °F,32.3 °F,31 %,NNE,0.0 mph,0.0 mph,29.85 in,0.00 in,0.00 in,0,0 w/m² 
11:14 PM 2022-09-19,63.4 °F,32.3 °F,31 %,North,0.2 mph,0.3 mph,29.85 in,0.00 in,0.00 in,0,0 w/m² 
11:19 PM 2022-09-19,63.6 °F,32.5 °F,31 %,North,0.3 mph,0.7 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
11:24 PM 2022-09-19,63.6 °F,32.5 °F,31 %,North,2.1 mph,2.7 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
11:29 PM 2022-09-19,64.1 °F,32.5 °F,30 %,North,0.7 mph,1.0 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
11:34 PM 2022-09-19,63.6 °F,32.8 °F,32 %,NE,0.0 mph,0.0 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
11:39 PM 2022-09-19,62.9 °F,32.9 °F,32 %,NNE,0.1 mph,0.5 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
11:44 PM 2022-09-19,62.1 °F,32.4 °F,33 %,North,0.3 mph,0.7 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
11:49 PM 2022-09-19,62.8 °F,31.6 °F,31 %,,1.6 mph,2.0 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
11:54 PM 2022-09-19,63.8 °F,31.7 °F,30 %,,0.6 mph,0.8 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
11:59 PM 2022-09-19,63.9 °F,31.7 °F,30 %,NW,0.3 mph,0.5 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
12:04 AM 2022-09-20,63.8 °F,32.0 °F,30 %,NNW,0.0 mph,0.1 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
12:09 AM 2022-09-20,63.0 °F,31.5 °F,31 %,NW,0.4 mph,0.5 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
12:14 AM 2022-09-20,63.6 °F,30.9 °F,29 %,NW,0.3 mph,0.6 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
12:19 AM 2022-09-20,63.7 °F,31.4 °F,30 %,NNW,0.4 mph,0.8 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
12:24 AM 2022-09-20,60.7 °F,33.1 °F,35 %,NE,0.4 mph,0.6 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
12:29 AM 2022-09-20,59.5 °F,31.2 °F,34 %,North,0.2 mph,0.6 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
12:34 AM 2022-09-20,60.7 °F,32.1 °F,34 %,East,0.4 mph,0.7 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
12:39 AM 2022-09-20,60.9 °F,29.2 °F,30 %,NW,0.9 mph,1.2 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
12:44 AM 2022-09-20,62.3 °F,31.3 °F,31 %,NE,0.0 mph,0.2 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
12:49 AM 2022-09-20,60.5 °F,32.1 °F,34 %,ENE,0.1 mph,0.2 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
12:54 AM 2022-09-20,60.7 °F,29.2 °F,30 %,NNW,0.5 mph,0.7 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
12:59 AM 2022-09-20,61.6 °F,31.0 °F,31 %,East,0.1 mph,0.1 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
1:04 AM 2022-09-20,60.1 °F,30.8 °F,33 %,East,0.1 mph,0.1 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
1:09 AM 2022-09-20,61.2 °F,29.4 °F,30 %,NE,0.2 mph,0.6 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
1:14 AM 2022-09-20,60.6 °F,30.5 °F,32 %,SE,0.8 mph,0.9 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
1:19 AM 2022-09-20,61.6 °F,29.2 °F,29 %,NW,0.6 mph,0.9 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
1:24 AM 2022-09-20,61.7 °F,32.2 °F,33 %,ESE,1.0 mph,1.2 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
1:29 AM 2022-09-20,58.8 °F,31.4 °F,35 %,SSE,0.7 mph,0.9 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
1:34 AM 2022-09-20,59.6 °F,31.5 °F,35 %,SE,2.2 mph,2.5 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
1:39 AM 2022-09-20,59.7 °F,30.7 °F,33 %,SE,0.3 mph,0.5 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
1:44 AM 2022-09-20,59.7 °F,30.7 °F,33 %,WNW,0.5 mph,0.5 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
1:49 AM 2022-09-20,59.8 °F,30.7 °F,33 %,ENE,0.2 mph,0.6 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
1:54 AM 2022-09-20,60.6 °F,30.2 °F,32 %,NW,0.5 mph,0.6 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
1:59 AM 2022-09-20,60.7 °F,30.3 °F,32 %,North,0.0 mph,0.1 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
2:04 AM 2022-09-20,58.5 °F,32.5 °F,37 %,SE,0.9 mph,1.2 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
2:09 AM 2022-09-20,58.6 °F,31.3 °F,35 %,WNW,1.3 mph,1.6 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
2:14 AM 2022-09-20,56.8 °F,31.9 °F,39 %,ESE,0.2 mph,0.4 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
2:19 AM 2022-09-20,56.9 °F,31.6 °F,38 %,NNW,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
2:24 AM 2022-09-20,57.7 °F,31.0 °F,36 %,NE,0.0 mph,0.1 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
2:29 AM 2022-09-20,56.7 °F,32.2 °F,39 %,NNW,0.2 mph,0.4 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
2:34 AM 2022-09-20,56.0 °F,31.4 °F,39 %,NNW,0.3 mph,0.6 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
2:39 AM 2022-09-20,58.4 °F,30.3 °F,34 %,NW,1.1 mph,1.5 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
2:44 AM 2022-09-20,60.9 °F,30.9 °F,32 %,NNW,0.9 mph,1.2 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
2:49 AM 2022-09-20,61.3 °F,31.8 °F,33 %,,0.2 mph,0.3 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
2:54 AM 2022-09-20,60.1 °F,31.6 °F,34 %,NNW,0.4 mph,0.9 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
2:59 AM 2022-09-20,60.3 °F,31.9 °F,34 %,NW,0.5 mph,0.7 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
3:04 AM 2022-09-20,58.7 °F,31.9 °F,36 %,NW,1.7 mph,2.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
3:09 AM 2022-09-20,60.4 °F,32.2 °F,34 %,NW,0.4 mph,0.7 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
3:14 AM 2022-09-20,56.7 °F,32.5 °F,40 %,NE,0.1 mph,0.2 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
3:19 AM 2022-09-20,56.6 °F,32.1 °F,39 %,NE,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
3:24 AM 2022-09-20,56.7 °F,32.5 °F,40 %,NE,0.1 mph,0.2 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
3:29 AM 2022-09-20,55.1 °F,33.0 °F,43 %,ESE,0.6 mph,0.8 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
3:34 AM 2022-09-20,55.7 °F,31.6 °F,40 %,NW,0.5 mph,0.8 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
3:39 AM 2022-09-20,57.0 °F,32.9 °F,40 %,SE,1.0 mph,1.2 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
3:44 AM 2022-09-20,55.1 °F,33.0 °F,43 %,ESE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
3:49 AM 2022-09-20,55.8 °F,31.7 °F,40 %,ESE,0.2 mph,0.3 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
3:54 AM 2022-09-20,57.3 °F,32.0 °F,38 %,North,0.2 mph,0.4 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
3:59 AM 2022-09-20,56.8 °F,33.1 °F,41 %,NNE,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
4:04 AM 2022-09-20,55.4 °F,33.1 °F,43 %,NNE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
4:09 AM 2022-09-20,55.2 °F,32.8 °F,42 %,NNE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
4:14 AM 2022-09-20,53.5 °F,33.2 °F,46 %,NNE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
4:19 AM 2022-09-20,53.8 °F,32.3 °F,44 %,,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
4:24 AM 2022-09-20,55.8 °F,31.7 °F,40 %,NNW,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
4:29 AM 2022-09-20,57.9 °F,32.5 °F,38 %,NNW,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
4:34 AM 2022-09-20,58.2 °F,32.9 °F,38 %,NNW,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
4:39 AM 2022-09-20,58.1 °F,33.2 °F,39 %,NNW,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
4:44 AM 2022-09-20,56.7 °F,33.6 °F,42 %,NNW,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
4:49 AM 2022-09-20,55.5 °F,33.3 °F,43 %,NNW,0.0 mph,0.1 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
4:54 AM 2022-09-20,54.9 °F,33.5 °F,44 %,NNW,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
4:59 AM 2022-09-20,53.4 °F,32.7 °F,45 %,NNW,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
5:04 AM 2022-09-20,53.4 °F,33.0 °F,46 %,NNE,0.6 mph,0.8 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
5:09 AM 2022-09-20,53.7 °F,33.3 °F,46 %,SE,0.0 mph,0.1 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
5:14 AM 2022-09-20,54.6 °F,33.1 °F,44 %,NW,0.4 mph,0.7 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
5:19 AM 2022-09-20,55.5 °F,34.1 °F,44 %,East,0.2 mph,0.3 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
5:24 AM 2022-09-20,53.0 °F,33.8 °F,48 %,ENE,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
5:29 AM 2022-09-20,52.3 °F,33.8 °F,49 %,NW,0.7 mph,0.8 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
5:34 AM 2022-09-20,52.2 °F,34.1 °F,50 %,,0.3 mph,0.5 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
5:39 AM 2022-09-20,52.0 °F,34.2 °F,50 %,East,0.7 mph,0.8 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
5:44 AM 2022-09-20,51.2 °F,33.6 °F,51 %,NE,1.2 mph,1.4 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
5:49 AM 2022-09-20,53.7 °F,34.1 °F,47 %,SSE,4.1 mph,4.8 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
5:54 AM 2022-09-20,53.7 °F,33.0 °F,45 %,South,1.5 mph,2.2 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
5:59 AM 2022-09-20,55.7 °F,34.3 °F,44 %,SE,0.6 mph,0.7 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
6:04 AM 2022-09-20,55.0 °F,34.4 °F,46 %,SE,1.7 mph,2.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
6:09 AM 2022-09-20,55.3 °F,34.5 °F,45 %,SSE,3.5 mph,4.6 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
6:14 AM 2022-09-20,56.8 °F,34.9 °F,44 %,SSE,3.1 mph,3.7 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
6:19 AM 2022-09-20,57.0 °F,34.7 °F,43 %,SSE,2.1 mph,2.7 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
6:24 AM 2022-09-20,56.9 °F,35.1 °F,44 %,SSE,0.3 mph,0.7 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
6:29 AM 2022-09-20,56.5 °F,35.2 °F,45 %,WNW,0.8 mph,1.1 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
6:34 AM 2022-09-20,56.1 °F,35.0 °F,45 %,WNW,0.1 mph,0.4 mph,29.91 in,0.00 in,0.00 in,0,0 w/m² 
6:39 AM 2022-09-20,55.6 °F,35.0 °F,46 %,NNW,0.0 mph,0.0 mph,29.91 in,0.00 in,0.00 in,0,0 w/m² 
6:44 AM 2022-09-20,55.3 °F,34.8 °F,46 %,NNW,0.0 mph,0.0 mph,29.91 in,0.00 in,0.00 in,0,0 w/m² 
6:49 AM 2022-09-20,55.4 °F,35.3 °F,47 %,ESE,0.2 mph,0.3 mph,29.91 in,0.00 in,0.00 in,0,0 w/m² 
6:54 AM 2022-09-20,52.2 °F,35.0 °F,52 %,SSE,2.3 mph,2.5 mph,29.92 in,0.00 in,0.00 in,0,0 w/m² 
6:59 AM 2022-09-20,53.0 °F,34.6 °F,50 %,NW,0.1 mph,0.3 mph,29.92 in,0.00 in,0.00 in,0,0 w/m² 
7:04 AM 2022-09-20,53.5 °F,35.3 °F,50 %,ENE,0.0 mph,0.0 mph,29.92 in,0.00 in,0.00 in,0,1.2 w/m² 
7:09 AM 2022-09-20,53.1 °F,35.2 °F,51 %,,0.1 mph,0.4 mph,29.92 in,0.00 in,0.00 in,0,2.9 w/m² 
7:14 AM 2022-09-20,52.7 °F,35.3 °F,51 %,,0.0 mph,0.2 mph,29.92 in,0.00 in,0.00 in,0,5.1 w/m² 
7:19 AM 2022-09-20,53.3 °F,35.0 °F,50 %,North,0.0 mph,0.2 mph,29.92 in,0.00 in,0.00 in,0,7.3 w/m² 
7:24 AM 2022-09-20,54.3 °F,35.1 °F,48 %,North,0.0 mph,0.0 mph,29.93 in,0.00 in,0.00 in,0,11.3 w/m² 
7:29 AM 2022-09-20,54.8 °F,35.0 °F,47 %,North,0.0 mph,0.0 mph,29.93 in,0.00 in,0.00 in,0,12.1 w/m² 
7:34 AM 2022-09-20,55.4 °F,35.0 °F,46 %,North,0.0 mph,0.2 mph,29.94 in,0.00 in,0.00 in,0,17.7 w/m² 
7:39 AM 2022-09-20,56.1 °F,35.1 °F,45 %,North,0.6 mph,0.8 mph,29.93 in,0.00 in,0.00 in,0,19.5 w/m² 
7:44 AM 2022-09-20,57.1 °F,35.5 °F,44 %,NNE,0.6 mph,1.0 mph,29.93 in,0.00 in,0.00 in,0,26.4 w/m² 
7:49 AM 2022-09-20,57.5 °F,35.6 °F,44 %,NNE,0.7 mph,1.0 mph,29.94 in,0.00 in,0.00 in,0,31.2 w/m² 
7:54 AM 2022-09-20,58.2 °F,35.4 °F,42 %,NNE,1.2 mph,1.9 mph,29.94 in,0.00 in,0.00 in,0,34.3 w/m² 
7:59 AM 2022-09-20,58.6 °F,36.0 °F,43 %,NNE,1.0 mph,1.2 mph,29.94 in,0.00 in,0.00 in,0,36.8 w/m² 
8:04 AM 2022-09-20,58.6 °F,36.4 °F,43 %,NE,0.9 mph,1.2 mph,29.93 in,0.00 in,0.00 in,0,36.3 w/m² 
8:09 AM 2022-09-20,58.6 °F,37.0 °F,44 %,NNE,0.6 mph,1.0 mph,29.93 in,0.00 in,0.00 in,0,34.6 w/m² 
8:14 AM 2022-09-20,59.5 °F,36.9 °F,43 %,NE,0.2 mph,0.4 mph,29.94 in,0.00 in,0.00 in,0,40.7 w/m² 
8:19 AM 2022-09-20,60.1 °F,37.0 °F,42 %,NNE,0.3 mph,0.6 mph,29.94 in,0.00 in,0.00 in,0,57.3 w/m² 
8:24 AM 2022-09-20,60.3 °F,37.1 °F,42 %,NE,1.0 mph,1.3 mph,29.94 in,0.00 in,0.00 in,0,62 w/m² 
8:29 AM 2022-09-20,60.5 °F,37.2 °F,42 %,NE,0.4 mph,0.5 mph,29.94 in,0.00 in,0.00 in,0,78.4 w/m² 
8:34 AM 2022-09-20,61.4 °F,37.7 °F,41 %,ENE,0.4 mph,0.7 mph,29.94 in,0.00 in,0.00 in,0,92.4 w/m² 
8:39 AM 2022-09-20,62.1 °F,38.3 °F,41 %,East,1.6 mph,1.7 mph,29.94 in,0.00 in,0.00 in,1,105.3 w/m² 
8:44 AM 2022-09-20,62.1 °F,39.1 °F,43 %,ESE,4.3 mph,5.1 mph,29.94 in,0.00 in,0.00 in,1,105 w/m² 
8:49 AM 2022-09-20,61.8 °F,39.4 °F,43 %,ESE,5.4 mph,6.4 mph,29.94 in,0.00 in,0.00 in,1,131.4 w/m² 
8:54 AM 2022-09-20,62.1 °F,39.5 °F,43 %,SE,4.8 mph,5.6 mph,29.95 in,0.00 in,0.00 in,1,137.5 w/m² 
8:59 AM 2022-09-20,62.6 °F,39.5 °F,43 %,SE,4.9 mph,5.8 mph,29.95 in,0.00 in,0.00 in,1,139.2 w/m² 
9:04 AM 2022-09-20,62.4 °F,39.7 °F,43 %,SE,4.3 mph,5.0 mph,29.95 in,0.00 in,0.00 in,1,152.7 w/m² 
9:09 AM 2022-09-20,62.4 °F,39.7 °F,43 %,SE,4.6 mph,5.3 mph,29.95 in,0.00 in,0.00 in,0,76.3 w/m² 
9:14 AM 2022-09-20,62.0 °F,40.1 °F,44 %,SE,4.5 mph,5.1 mph,29.96 in,0.00 in,0.00 in,1,180.8 w/m² 
9:19 AM 2022-09-20,62.3 °F,40.6 °F,45 %,SE,4.7 mph,5.6 mph,29.96 in,0.00 in,0.00 in,1,176 w/m² 
9:24 AM 2022-09-20,62.3 °F,41.0 °F,45 %,SE,4.7 mph,5.5 mph,29.96 in,0.00 in,0.00 in,1,192.1 w/m² 
9:29 AM 2022-09-20,62.5 °F,40.8 °F,45 %,SE,3.5 mph,4.1 mph,29.96 in,0.00 in,0.00 in,2,216.4 w/m² 
9:34 AM 2022-09-20,62.6 °F,40.5 °F,44 %,East,1.5 mph,1.9 mph,29.96 in,0.00 in,0.00 in,2,252.4 w/m² 
9:39 AM 2022-09-20,63.1 °F,40.8 °F,44 %,East,2.4 mph,3.5 mph,29.96 in,0.00 in,0.00 in,2,259.4 w/m² 
9:44 AM 2022-09-20,62.8 °F,40.6 °F,44 %,NE,2.7 mph,4.0 mph,29.96 in,0.00 in,0.00 in,2,271.1 w/m² 
9:49 AM 2022-09-20,63.2 °F,40.5 °F,43 %,East,3.5 mph,4.7 mph,29.96 in,0.00 in,0.00 in,2,277.1 w/m² 
